id,nome,ano_registo,type,n_reg,lat,lon,score_global,score_location,score_price/quality,data_levan,nearest_metro,nearest_bus,nearest_tur_point,POI_closer_than_1000
422,3 houses,2013.0,Estabelecimento de hospedagem,7019/AL,41.15397436818913,-8.626075432249763,9.1,8.5,9.0,1488758400000.0,605.6058261176255,60.13842447588039,1319.2135457056336,3
425,apartamento vista douro e mar,2015.0,Apartamento,20655/AL,41.14836688094263,-8.657430076741012,9.7,9.2,9.5,1488758400000.0,2595.106395212772,28.96634372375797,3686.1936436611823,0
427,pedro assis de gouvea reis canedo,2015.0,Apartamento,16855/AL,41.15139742824073,-8.628674474782276,7.4,8.2,7.0,1488758400000.0,964.2986974506044,23.027079619309454,1474.792901288447,2
432,"casais imobiliaria, sa",2012.0,Apartamento,6297/AL,41.15034220254917,-8.676305560342232,9.5,9.7,8.8,1488758400000.0,3747.5725649752753,60.38199811394865,5280.83893535058,2
435,pilot hostel,2012.0,Estabelecimento de hospedagem-Hostel,6312/AL,41.15012781500974,-8.614927735509793,8.8,9.3,8.8,1488758400000.0,374.94162724836207,49.2245226043424,315.29211227314073,7
438,casa da foz,2015.0,Apartamento,20333/AL,41.148382932498606,-8.66726061041803,9.2,8.9,9.3,1488758400000.0,3212.2642861365107,84.14373106383111,4494.273590060481,1
446,flores apart,2015.0,Apartamento,13293/AL,41.14428370891407,-8.613244035276532,9.0,9.7,8.7,1488758400000.0,211.2346033654322,92.35688145568669,194.73290016006,7
448,porto alive hostel,2013.0,Moradia,6859/AL,41.144063433800774,-8.613141599134746,7.5,9.2,7.1,1488758400000.0,208.8299464394245,66.86490253823042,171.55404242548084,7
450,b the guest,2014.0,Moradia,6500/AL,41.14849460680558,-8.607470736419446,-1.0,9.6,8.9,1488758400000.0,179.5223034088632,64.45443844278532,200.35359872821218,7
451,stayin oporto apartments,2015.0,Estabelecimento de hospedagem,21224/AL,41.14909494350122,-8.608542332346557,7.6,9.2,7.8,1488758400000.0,196.795099965932,95.37816942273271,199.54828381776642,7
457,alegria rooms,2016.0,Estabelecimento de hospedagem,31660/AL,41.14670943497024,-8.603717455211846,8.2,8.8,8.2,1488758400000.0,424.9983850560096,96.6997390807362,481.7540808262563,6
459,delicias do porto,2016.0,Apartamento,24392/AL,41.151071278330605,-8.604192956775693,8.9,9.1,8.8,1488758400000.0,229.59025596773893,23.683806706301407,593.6398787991085,7
461,"allegra, 508",2016.0,Moradia,27752/AL,41.15432456470437,-8.602944383439887,-1.0,8.1,8.5,1488758400000.0,571.1187517848831,87.79366324383663,828.868250247137,5
464,happy apartment porto,2016.0,Apartamento,23906/AL,41.15819421793357,-8.601391647099152,8.1,8.0,8.4,1488758400000.0,414.52136386267233,11.276567711613323,1209.3673239636646,4
