id,data_levan,nome,ano_registo,type,address,freg,lat,lon,nearest_metro,nearest_bus,nearest_tur_point
5572,-2209161600000,MARIA DA CONCEIÇAO LARANJEIRA VIEIRA,2018,Apartamento,"Rua do Cantor Zeca Afonso, 4200-534 Porto, Portugal",,41.1626919691052,-8.608698696256173,396.33961964312834,56.940671908118134,1403.12239070524
5573,-2209161600000,Panoramic Apartment,2018,Apartamento,"Rua de Cassiano Branco, 4250-084 Porto, Portugal",,41.17654156018104,-8.615564454071833,1021.2673220006386,121.79956350201716,2948.3298296973353
5574,-2209161600000,ARCA D´AGUA HOME,2018,Apartamento,"Rua do Professor Joaquim Bastos, 4200-604 Porto, Portugal",,41.16836014814266,-8.612212383667407,1005.6968358773338,15.629668465903721,2018.8396446329314
5575,-2209161600000,Center Loft Design,2018,Apartamento,"Rua do Zaire, 4250-500 Porto, Portugal",,41.165916342699255,-8.61994681515423,834.3319641905439,183.12956328956608,1894.5739919222358
5576,-2209161600000,Truz-Truz,2018,Apartamento,"Rua de Serpa Pinto, 4250-468 Porto, Portugal",,41.16606709369802,-8.620559211877644,840.3512382163785,155.3397995657441,1930.3936121308766
5577,-2209161600000,5ª de Boumilo,2018,Moradia,"Rua do Niassa, 4250-331 Porto, Portugal",,41.1654276559231,-8.619411924855823,794.0411346880251,234.2913463747893,1827.2598576788826
5578,-2209161600000,Casa de Bonecas,2018,Moradia,"Travessa de Sao Dinis, 4250-440 Porto, Portugal",,41.16652400408853,-8.620895412106268,886.2752243048452,105.24513275536192,1988.2173886993373
5579,-2209161600000,Casa das Oliveiras Porto Marquês,2018,Apartamento,"Rua do Lindo Vale, 4200-369 Porto, Portugal",,41.16382518518784,-8.602136223692064,333.69102634621913,79.87205820146073,1692.7363238389469
5580,-2209161600000,REAL PROPRIEDADES AL AC,2018,Apartamento,"Rua de Antonio Candido, 4200-075 Porto, Portugal",,41.16425494963605,-8.607832728599517,448.47421443920445,92.56102694210465,1586.1434968676601
5581,-2209161600000,CASA ISEP,2018,Apartamento,"Rua do Conde Avranches, 4200-011 Porto, Portugal",,41.176756063980555,-8.610602020857424,627.5077581490632,60.64787377896658,2949.4022921997957
5582,-2209161600000,AC House,2018,Estabelecimento de hospedagem,"Rua de Antonio Candido, 4200-077 Porto, Portugal",,41.16453317734279,-8.606727210715821,423.7711430726425,23.97654129829578,1635.1804623525727
5583,-2209161600000,The Portuenses House,2018,Moradia,"Rua de Vale Formoso, 4200-507 Porto, Portugal",,41.165591016399894,-8.611080251120521,744.9121767902941,20.68583798911352,1709.5532778992351
5584,-2209161600000,The Hellow House 1A,2018,Apartamento,"Rua de Vale Formoso, 4200-507 Porto, Portugal",,41.165653790509886,-8.611097255118606,750.6276563974097,18.634661156199893,1716.5162689176136
5585,-2209161600000,731 Loft Bed Metro Studio,2018,Apartamento,"Rua de Costa Cabral, 4200-224 Porto, Portugal",,41.166722817186965,-8.595609276907291,301.8343293943302,127.0665551571127,2252.2556662792695
5586,-2209161600000,Postcard Flat,2018,Apartamento,"Rua de Adelaide Estrada, 4250-016 Porto, Portugal",,41.17116547817469,-8.637530817369091,408.6260524882108,25.184615594209273,3211.2527007424055
5587,-2209161600000,Casa de Maria,2018,Apartamento,"Rua de Costa Cabral, 4200-211 Porto, Portugal",,41.16611215836035,-8.596877071102606,175.7115010167324,8.621491959650063,2135.882304841163
5588,-2209161600000,Rooms in Ramalde,2018,Estabelecimento de hospedagem,"Rua Professor Rocha Pereira, 4250-007 Porto, Portugal",,41.17409912733892,-8.637932918083779,349.97828393013384,84.62708578106627,3476.3388883645534
5589,-2209161600000,T2 Vale Formoso,2018,Apartamento,"Rua de Vale Formoso, 4200-511 Porto, Portugal",,41.16615776935034,-8.611619018370462,820.6965809170965,11.649121132263144,1772.851891941656
5590,-2209161600000,Oporto Art House,2018,Moradia,"Rua Capitao Pombeiro, 4250-371 Porto, Portugal",,41.16570713851687,-8.611821916784228,800.5565046276447,52.80369033106074,1723.2923080562045
5591,-2209161600000,Nice bedroom with great location,2018,Apartamento,"Rua de Pedro Hispano, 4250-368 Porto, Portugal",,41.16548356538708,-8.630199176541815,520.3076827250981,73.81555497402304,2330.364263191293
5592,-2209161600000,Garden House,2018,Apartamento,"Rua do Capitao Pombeiro, 4250-371 Porto, Portugal",,41.1652477911143,-8.611506968270211,748.0905543144194,72.79522034711961,1671.6706715815542
5593,-2209161600000,Verissimo,2018,Apartamento,"Rua de Sao Verissimo, 4200-493 Porto, Portugal",,41.170089227940736,-8.604281345765962,467.1262963628346,125.98619222577203,2283.286015156039
5594,-2209161600000,Casa Dalte,2018,Apartamento,"Travessa do Covelo, 4200-243 Porto, Portugal",,41.16735154376438,-8.608093393824738,755.7349553532226,102.73384829138863,1922.4029118614915
5595,-2209161600000,INVICTA HOUSE ARCA D'AGUA,2018,Apartamento,"Rua do Professor Joaquim Bastos, 4200-604 Porto, Portugal",,41.1693059466362,-8.611645524830054,899.2759312796537,83.7343603058232,2122.31917087652
5596,-2209161600000,Apartamento da Praceta,2018,Apartamento,"Praceta Jose Luis Nunes, 4200-605 Porto, Portugal",,41.16941191677894,-8.602678799921524,329.2796332042076,52.01467512887687,2249.5316199887075
